,slug_country,tournament,id,slug_torn
897,malta,Gozo Football League First Division,16504,gozo-football-league-first-division
898,malta,Gozo Football League Second Division,16514,gozo-football-league-second-division
899,malta,ISA Malta,19141,isa-malta
900,malta,BOV Youth League A,25123,bov-youth-league-a
901,malta,Challenge Cup,25273,challenge-cup
902,malta,National Amateur Cup,20172,national-amateur-cup
903,malta,National Amateur Super Cup,20175,national-amateur-super-cup
904,martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1
905,martinique,Coupe de France - Martinique,21093,coupe-de-france-martinique-zone
906,martinique,Coupe de Martinique,21797,coupe-de-martinique
907,martinique,Trophée Daniel Charles-Alfred - R2,21531,trophee-daniel-charles-alfred-r2
908,martinique,Trophée Yvon Lutbert,23295,trophee-yvon-lutbert
909,mauritania,Super D1,23703,super-d1
910,mauritius,National Super League,16527,national-super-league
911,mauritius,National Division One,16612,national-division-one
912,mauritius,National Division Two,17351,national-division-two
913,mauritius,Republic Cup,24255,republic-cup
914,mayotte,Régional 1,21920,regional-1
915,mayotte,Régional 2,23998,regional-2
916,moldova,Moldovan Super Liga,685,super-liga
917,moldova,Moldovan Liga 1,710,liga-1
918,moldova,Cupa Moldova,741,cupa-moldova
919,moldova,Supercupa Moldovei,890,supercupa-moldovei
920,moldova,Cupa Federației,14713,cupa-federatiei
921,mongolia,Mongolian Premier League,18725,premier-league
922,mongolia,Mongolia Cup,22793,mongolia-cup
923,montenegro,Montenegrin First League,154,meridianbet-1-cfl
924,montenegro,Amplitudo 2. CFL,717,amplitudo-2-cfl
925,montenegro,Montenegrin Cup,739,montenegrin-cup
926,montenegro,1. ŽFL,28320,1-zfl
927,morocco,Botola Pro,937,botola-pro
928,morocco,Botola Pro 2,10554,botola-pro-2
929,morocco,Coupe du Trône,1434,coupe-du-trone
930,morocco,Division 1 Féminin,28276,morocco-division-1-feminin
931,morocco,Morocco Excellence Cup,23848,morocco-excellence-cup
932,mozambique,Moçambola,16642,mocambola
933,mozambique,Super Cup Mário Esteves Coluna,25519,super-cup-mario-esteves-coluna
934,myanmar,Myanmar National League,10535,national-league
935,myanmar,Myanmar League 2,23060,myanmar-league-2
936,myanmar,Myanmar League Women,23047,myanmar-league-women
937,myanmar,Myanmar National League Cup,26512,myanmar-national-league-cup
938,namibia,Debmarine Namibia Premiership,21358,debmarine-namibia-premiership
939,namibia,Maris Cup,25752,maris-cup
940,nepal,Nepal Super League,25312,nepal-super-league
941,netherlands,Eredivisie,37,eredivisie
942,netherlands,Eerste Divisie,131,eerste-divisie
943,netherlands,Tweede Divisie,11402,tweede-divisie
944,netherlands,KNVB Beker,330,knvb-beker
945,netherlands,Johan Cruijff Schaal,340,johan-cruijff-schaal
946,netherlands,Vrouwen Eredivisie,2123,vrouwen-eredivisie
947,netherlands,"U21 KNVB, Divisie 1",17143,u21-knvb-divisie-1
948,netherlands,Dutch Women's Super Cup,20833,supercup-women
949,netherlands,Eredivisie Cup,22480,eredivisie-cup
950,netherlands,Derde Divisie,28156,derde-divisie
951,netherlands,"KNVB Beker, Women",18789,knvb-beker-women
952,new-caledonia,Super Ligue,26397,super-ligue
953,new-zealand,New Zealand National League,594,national-league
954,new-zealand,"National League, Women",24140,national-league-women
955,new-zealand,Chatham Cup,27789,chatham-cup
956,new-zealand,"Kate Sheppard Cup, Women",27788,kate-sheppard-cup-women
957,nicaragua,Liga Primera de Nicaragua,10533,liga-primera
958,nigeria,Nigeria Premier Football League,2060,professional-league
959,nigeria,National League,22136,national-league
960,nigeria,NYML NLO Division One League,22115,nlo-division-one-league
961,nigeria,5stars Premier League,22307,5stars-premier-league
962,nigeria,5stars Premier League Preseason,22330,5stars-premier-league-preseason
963,nigeria,NYML NLO Division Two League,22858,nlo-division-two-league
964,nigeria,Green Lock FC Summer Football Tournament,22879,green-lock-fc-summer-football-tournament
965,nigeria,Optima  Energy Gold Cup Pre-season Tournament,23238,optima-energy-gold-cup-pre-season-tournament
966,nigeria,The Ondo Stars League,23259,the-ondo-stars-league
967,nigeria,IFC Adeyemi Football Championship,23603,elford-alliyu-football-development-cup
968,nigeria,Elford Alliyu Football League,23607,elford-alliyu-football-league
969,nigeria,Oluyole Local Football League,23619,oluyole-local-football-league
970,nigeria,Ibadan Football Council,23663,ibadan-football-council
971,nigeria,Dynasty Scouting League,23986,dynasty-scouting-league
972,nigeria,Asaba Super Cup,24111,asaba-super-cup
973,nigeria,New Year Mega Lottery Nationwide League One  Super 8,24423,new-year-mega-lottery-nationwide-league-one-super-8
974,nigeria,Olumo Super Liga,24666,olumo-super-liga
975,nigeria,Sarduana Cup,25391,sarduana-cup
976,nigeria,Don Bosco Cup,25489,don-bosco-cup
977,nigeria,1xCup,26680,1xcup
978,nigeria,Abeokuta South Coaches FA Cup,28126,abeokuta-south-coaches-fa-cup
979,nigeria,Abuja All Stars International,26905,abuja-all-stars-international
980,nigeria,Discovery Cup U19,26513,discovery-cup-u19
981,nigeria,D'Royal Off Season Tournament,28476,droyal-off-season-tournament
982,nigeria,Federation Cup,25865,federation-cup
983,nigeria,Future Stars Challenge Cup,27972,future-stars-challenge-cup
984,nigeria,Knockout Football League,28369,knockout-football-league
985,nigeria,Kwara State Inner Super Cup,27353,kwara-state-inner-super-cup
986,nigeria,NFCA Abeokuta South Coaches League,27042,nfca-abeokuta-south-coaches-league
987,nigeria,NNL Super 8,27536,nnl-super-8
988,nigeria,Oakdale Cup,25990,oakdale-cup
989,nigeria,Oyebode Cup,28368,oyebode-cup
990,nigeria,Pro Route League,28480,pro-route-league
991,nigeria,Skouted Youth League,28377,skouted-youth-league
992,nigeria,Wasimi Summer Soccer Championship,28125,wasinmi-summer-soccer-championship
993,north-macedonia,1. MFL,199,1-mfl
994,north-macedonia,2. MFL,718,2-mfl
995,north-macedonia,North Macedonia Cup,348,north-macedonia-cup
996,north-macedonia,3. MFL,23461,3-mfl
997,northern-ireland,NIFL Premiership,200,premiership
998,northern-ireland,NIFL Championship,701,championship
999,northern-ireland,Irish Cup,767,irish-cup
1000,northern-ireland,Northern Ireland Football League Cup,611,league-cup
1001,northern-ireland,NIFL Charity Shield,20621,nifl-charity-shield
1002,northern-ireland,NIFL Reserve League,23276,nifl-reserve-league
1003,northern-ireland,NIFL Women's Premiership League Cup,25986,nifl-womens-premiership-league-cup
1004,northern-ireland,Northern Ireland Women's Championship,25758,northern-ireland-womens-championship
1005,northern-ireland,"Premiership, Women",26136,premiership-women
1006,northern-mariana-islands,MSL 1,23694,msl-1
1007,norway,Eliteserien,20,eliteserien
1008,norway,Norwegian 1st Division,22,1st-division
1009,norway,2nd Division Playoffs,11089,2nd-division-playoffs
1010,norway,"2nd Division, Group 1",11085,2nd-division-group-1
1011,norway,"2nd Division, Group 2",11090,2nd-division-group-2
1012,norway,"Toppserien, Women",201,toppserien-women
1013,norway,"1st Division, Women",10607,1st-division-women
1014,norway,NM Cup,29,nm-cup
1015,norway,"NM Cup, Women",1062,nm-cup-women
1016,norway,"3rd Division, Group 1",11084,3rd-division-group-1
1017,norway,"3rd Division, Group 2",11086,3rd-division-group-2
1018,norway,"3rd Division, Group 3",11083,3rd-division-group-3
1019,norway,"3rd Division, Group 4",11087,3rd-division-group-4
1020,norway,"3rd Division, Group 5",11088,3rd-division-group-5
1021,norway,"3rd Division, Group 6",11082,3rd-division-group-6
1022,norway,Nasjonal U19 CL,21931,nasjonal-u19-cl
1023,pakistan,Premier League,1137,premier-league
1024,palestine,Gaza Strip Premier League,2142,gaza-strip-premier-league
1025,palestine,West Bank League,2296,west-bank-league
1026,palestine,Gaza Strip Cup,13471,gaza-strip-cup
1027,palestine,West Bank Cup,13383,west-bank-cup
1028,palestine,Gaza Strip Division 1,19535,gaza-strip-division-1
1029,panama,"Liga Panameña de Fútbol, Apertura",11534,liga-panamena-de-futbol-apertura
1030,panama,"Liga Panameña de Fútbol, Clausura",11533,liga-panamena-de-futbol-clausura
1031,papua-new-guinea,National Soccer League,20718,national-soccer-league
1032,paraguay,"Primera División, Apertura",11540,primera-division-apertura
1033,paraguay,"Primera División, Clausura",11541,primera-division-clausura
1034,paraguay,División Intermedia,1254,division-intermedia
1035,paraguay,Copa Paraguay,13614,copa-paraguay
1036,paraguay,"Primera División Reserve, Apertura",11564,primera-division-reserve-apertura
1037,paraguay,"Primera División Reserve, Clausura",11563,primera-division-reserve-clausura
1038,paraguay,Supercopa Paraguay,18415,supercopa-paraguay
1039,paraguay,Nacional B,28144,nacional-b
1040,paraguay,Paraguay Tercera Division,22759,paraguay-tercera-division
1041,paraguay,Paraguay Women's Football Championship,26134,camopeonato-femenino-women
1042,peru,Liga 1,406,liga-1
1043,peru,Liga 2,10297,liga-2
1044,peru,Copa Bicentenario,13685,copa-bicentenario
1045,peru,Supercopa Peruana,14603,supercopa-peruana
1046,peru,Peru Primera División Femenina,18718,liga-femenina
1047,peru,Copa Perú,21191,copa-peru
1048,peru,"Copa Promesas, División Elite",26057,copa-promesas
1049,peru,"Copa Promesas, División Oro",26100,copa-promesas-division-oro
1050,peru,Copa Master 30,26405,copa-master-30
1051,peru,Supercopa de Lima,27108,supercopa-de-lima
1052,peru,Intercolegios Lima Norte,27576,intercolegios-lima-norte
1053,peru,Torneo Asociación,28133,torneo-asociacion
1054,peru,U11 La Nacional Tocache,28371,u11-la-nacional-tocache
1055,peru,U12 La Nacional Tocache,28372,u12-la-nacional-tocache
1056,philippines,Philippines Football League,1654,philippines-football-league
1057,poland,Ekstraklasa,202,ekstraklasa
1058,poland,Betclic 1. Liga,229,i-liga
1059,poland,Betclic 2. Liga,515,ii-liga
1060,poland,"Betclic 3. Liga, Group 1",11316,iii-liga-group-1
1061,poland,"Betclic 3. Liga, Group 2",11317,iii-liga-group-2
1062,poland,"Betclic 3. Liga, Group 3",11315,iii-liga-group-3
1063,poland,"Betclic 3. Liga, Group 4",11318,iii-liga-group-4
1064,poland,Puchar Polski,281,puchar-polski
1065,poland,Superpuchar Polski,511,superpuchar-polski
1066,poland,U19 CLJ,1365,u19-clj
1067,poland,ORLEN Women's Ekstraliga,10499,ekstraliga-women
1068,poland,Polish Women's Cup,21988,puchar-polski-women
1069,portugal,Liga Portugal Betclic,238,liga-portugal-betclic
1070,portugal,Liga Portugal 2,239,liga-portugal-2
1071,portugal,Liga 3,17101,liga-3
1072,portugal,Taça de Portugal,336,taca-de-portugal
1073,portugal,Taça da Liga,327,taca-da-liga
1074,portugal,Supertaça,345,supertaca
1075,portugal,Campeonato de Portugal,10093,campeonato-de-portugal
1076,portugal,Campeonato Nacional Feminino,10527,campeonato-nacional-feminino
1077,portugal,U19 Championship,1133,u19-championship
1078,portugal,U23 Liga Revelação,11341,u23-liga-revelacao
1079,portugal,Taça Revelação U23,13543,u23-taca-revelacao
1080,portugal,"U19 Championship, II Division",23150,u19-campeonato-nacional-ii-divisao
1081,portugal,Taça da Liga Feminina,24728,taca-da-liga-feminina
1082,portugal,Taça de Portugal Feminina,24151,taca-de-portugal-feminina
1083,romania,Romanian Super Liga,152,superliga
1084,romania,Liga II,562,liga-ii
1085,romania,Cupa României Betano,355,cupa-romaniei-betano
1086,romania,Cupa Ligii,1778,cupa-ligii
1087,romania,Supercupa României,698,supercupa-romaniei
1088,romania,Liga III Baraj Promovare,18846,liga-iii-baraj-promovare
1089,romania,Liga III Seria 1,16797,liga-iii-seria-1
1090,romania,Liga III Seria 2,16804,liga-iii-seria-2
1091,romania,Liga III Seria 3,16826,liga-iii-seria-3
1092,romania,Liga III Seria 4,16779,liga-iii-seria-4
1093,romania,Liga III Seria 5,16787,liga-iii-seria-5
1094,romania,Liga III Seria 6,16809,liga-iii-seria-6
1095,romania,Liga III Seria 7,16892,liga-iii-seria-7
1096,romania,Liga III Seria 8,16796,liga-iii-seria-8
1097,romania,Liga III Seria 9,16816,liga-iii-seria-9
1098,romania,Liga III Seria 10,16822,liga-iii-seria-10
1099,romania,SuperLiga Feminină,23334,liga-1-women
1100,romania,Cupa României Feminină,24113,cupa-romaniei-feminina
1101,romania,Cupa de Tineret,24213,cupa-de-tineret
1102,romania,Liga 2 Feminin,23349,liga-2-women
1103,romania,Liga de Tineret,24208,liga-de-tineret-u19
1104,romania,Liga 3 Feminin,24101,liga-3-feminin
1105,romania,Campionatul Național U19,24254,campionatul-national-u19
1106,romania,Cupa Națională U19,24323,cupa-nationala-u19
1107,romania,Supercupa de Tineret,27145,supercupa-liga-de-tineret
1108,russia,Russian Cup,91,russian-cup
1109,russia,Russian Premier League,203,premier-liga
1110,russia,First League,204,1-liga
1111,russia,"Second League, Division A",20706,2-liga-division-a
1112,russia,"Second League, Division B, Group 1",1093,2-liga-division-b-group-1
1113,russia,"Second League, Division B, Group 2",1099,2-liga-division-b-group-2
1114,russia,"Second League, Division B, Group 3",1095,2-liga-division-b-group-3
1115,russia,"Second League, Division B, Group 4",1097,2-liga-division-b-group-4
1116,russia,M-League,879,m-liga
1117,russia,"Superleague, Women",6783,superleague-women
1118,russia,Russian Supercup,397,russian-supercup
1119,russia,"First League, Women",24209,russian-womens-first-league
1120,russia,"Russian Cup, Women",27656,russian-cup-women
1121,russia,"Super Cup, Women",27073,super-cup-women
1122,rwanda,Rwanda Premier League,10608,national-league
1123,rwanda,Rwanda Cup Women,25617,rwanda-cup-women
1124,saint-kitts-and-nevis,SKNFA Premier League,16732,sknfa-premier-league
1125,saint-kitts-and-nevis,SKNFA Division 1,16753,division-1
1126,saint-martin,Régional 1,25050,regional-1
1127,saint-vincent-and-the-grenadines,SVGFF Premier Division,19889,svgff-premier-division
1128,samoa,Upolu National League,19034,upolu-national-league
1129,san-marino,Campionato Sammarinese,738,campionato-sammarinese
1130,san-marino,Coppa Titano,737,coppa-titano
1131,san-marino,Supercoppa Sammarinese,1343,supercoppa-sammarinese
1132,sao-tome-and-principe,Campeonato Nacional,18272,campeonato-nacional
1133,scotland,Scottish Premiership,36,premiership
1134,scotland,Scottish Championship,206,championship
1135,scotland,Scottish League One,207,league-one
1136,scotland,Scottish League Two,209,league-two
1137,scotland,Scottish Cup,347,scottish-cup
1138,scotland,Scottish League Cup,332,scottish-league-cup
1139,scotland,Scottish Challenge Cup,331,challenge-cup
1140,scotland,Scottish Women's Premier League,2054,premier-league-1-women
1141,scotland,Scotland Reserve League,11392,reserve-league
1142,senegal,Senegal Ligue 1,1226,ligue-1
1143,senegal,Tournoi Inter-Villages UGB,27668,tournoi-inter-villages-ugb
1144,serbia,Mozzart Bet Superliga,210,mozzart-bet-superliga
1145,serbia,Mozzart Bet Prva Liga,721,mozzart-bet-prva-liga
1146,serbia,Kup Srbije,314,serbia-cup
1147,serbia,Srpska Liga Beograd,16508,srpska-liga-beograd
1148,serbia,Srpska Liga Istok,16509,srpska-liga-istok
1149,serbia,Srpska Liga Vojvodina,16510,srpska-liga-vojvodina
1150,serbia,Srpska Liga Zapad,16511,srpska-liga-zapad
1151,serbia,Serbian Women's Cup,25369,serbian-womens-cup
1152,serbia,Serbian Women's Super League,23441,serbian-womens-super-league
1153,serbia,U19 Serbian League,23195,u19-serbian-league
1154,seychelles,Seychelles Premier League,23538,premier-league
1155,sierra-leone,Sierra Leone National Premier League,16950,premier-league
1156,singapore,Singapore Premier League,634,premier-league
1157,singapore,Singapore Cup,655,singapore-cup
1158,singapore,Singapore Community Shield,18531,community-shield
1159,singapore,Singapore Women's Premier League,23049,deloitte-womens-premier-league
1160,sint-maarten,Premier League,21773,premier-league
1161,slovakia,Niké Liga,211,nike-liga
1162,slovakia,Slovakia League Two,224,2-liga
1163,slovakia,Slovensky Pohar,303,slovensky-pohar
1164,slovakia,Slovak Women's First League,10560,1-liga-women
1165,slovakia,U19 Slovakia League,1327,u19-1-liga
1166,slovakia,"3. Liga, West",20766,3-liga-west
1167,slovakia,"3. Liga, East",20814,3-liga-east
1168,slovakia,IV. liga - Majstrovsto regiónu,23241,4-liga-center
1169,slovakia,IV. liga HUMMEL ZsFZ - Majstrovstvá regiónu,23500,4-liga-west
1170,slovakia,6. Liga Východ HUMMEL ZsFZ,24222,6-liga-east-hummel-zsfz
1171,slovakia,7. Liga MEVA-OBFZ KN,24401,7-liga-meva-obfz-kn
1172,slovakia,8. Liga HUMMEL ObFZ NZ,25280,8-liga-hummel-obfz-nz
1173,slovakia,5. Liga Juhovýchod HUMMEL ZsFZ,26120,5-liga-juhovychod-hummel-zsfz
1174,slovakia,3. Liga,27670,3-liga
1175,slovenia,PrvaLiga,212,prvaliga
1176,slovenia,2. SNL,532,2-snl
1177,slovenia,3. SNL,21064,3-snl
1178,slovenia,Slovenia Cup,291,slovenia-cup
1179,slovenia,Slovenian Junior League,22890,slovenian-junior-league
1180,slovenia,Slovenian Women's Football League,22723,slovenian-womens-football-league
1181,slovenia,3. SNL,28170,3-snl
1182,solomon-islands,Telekom S-League,16439,telekom-s-league
1183,somalia,Premier League,22403,premier-league
1184,south-africa,South African Premier Division,358,premiership
1185,south-africa,Motsepe Foundation Championship,1906,motsepe-foundation-championship
1186,south-africa,Nedbank Cup,1020,fa-cup
1187,south-africa,MTN 8,1125,mtn-8
1188,south-africa,South African League Cup,1205,league-cup
1189,south-africa,Black Label Cup,13774,black-label-cup
1190,south-africa,SAFA Women's League,25484,safa-womens-league
1191,south-africa,South Africa Diski Challenge,23696,south-africa-diski-challenge
1192,south-korea,K League 1,410,k-league-1
1193,south-korea,K League 2,777,k-league-2
1194,south-korea,K3 League,10268,k3-league
1195,south-korea,Korean Cup,615,korean-cup
1196,south-korea,WK League,2284,wk-league
1197,south-korea,K4 League,25158,k4-league
1198,south-sudan,Premier League,24561,premier-league
1199,suriname,SVB Eerste Divisie,18576,svb-eerste-divisie
1200,sweden,Allsvenskan,40,allsvenskan
1201,sweden,Superettan,46,superettan
1202,sweden,"Ettan, Norra",67,ettan-norra
1203,sweden,"Ettan, Södra",68,ettan-sodra
1204,sweden,"Division 2, Promotion Round",10641,division-2-promotion-round
1205,sweden,"Division 2, Norrland",71,division-2-norrland
1206,sweden,"Division 2, Norra Svealand",70,division-2-norra-svealand
1207,sweden,"Division 2, Södra Svealand",74,division-2-sodra-svealand
1208,sweden,"Division 2, Norra Götaland",868,division-2-norra-gotaland
1209,sweden,"Division 2, Ostra Götaland",395,division-2-ostra-gotaland
1210,sweden,"Division 2, Västra Götaland",73,division-2-vastra-gotaland
1211,sweden,"Division 2, Södra Götaland",72,division-2-sodra-gotaland
1212,sweden,Damallsvenskan,214,damallsvenskan
1213,sweden,Svenska Cupen,80,svenska-cupen
1214,sweden,"Svenska Cupen, Women",1058,svenska-cupen-women
1215,switzerland,Swiss Super League,215,super-league
1216,switzerland,Challenge League,216,challenge-league
1217,switzerland,Promotion League,1101,promotion-league
1218,switzerland,Schweizer Cup,399,schweizer-cup
1219,switzerland,Swiss Women's Super League,13994,womens-super-league
1220,switzerland,1. Liga Classic,28152,1-liga-classic
1221,switzerland,Switzerland U19 Elite League,24079,switzerland-u19-elite-league
1222,tahiti,Coupe de Polynesie,25186,coupe-de-polynesie
1223,tahiti,Ligue 1 Vini,21792,ligue-1-vini
1224,tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league
1225,tajikistan,Tajikistan Cup,25030,tajikistan-cup
1226,tanzania,Tanzanian Premier League,2353,premier-league
1227,tanzania,Championship,18874,championship
1228,tanzania,First Division,18894,first-division
1229,tanzania,PBZ Premier League,19415,pbz-premier-league
1230,tanzania,Samatta Cup,25875,samatta-cup
1231,tanzania,Federation Cup,26051,federation-cup
1232,thailand,Thai League 1,1032,thai-league-1
1233,thailand,Thai League 2,10511,thai-league-2
1234,thailand,Thai FA Cup,21779,fa-cup
1235,thailand,Thai Women's League 1,23120,thai-womens-league-1
1236,thailand,Thailand League Cup,23798,thailand-league-cup
1237,thailand,Thailand U23 League,23853,thailand-u23-league
1238,thailand,Thai League 3 Cup,24333,thai-league-3-cup
1239,tonga,TFA Major League,23098,tfa-major-league
1240,trinidad-and-tobago,Premier Football League,10636,premier-football-league
1241,trinidad-and-tobago,Inter Community Football League,20290,inter-community-football-league
1242,tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1
1243,tunisia,Tunisian Ligue Professionnelle 2,10633,ligue-2
1244,tunisia,Coupe de Tunisie,1682,coupe-de-tunisie
1245,tunisia,Tunisian Super Cup,14734,super-cup
1246,turkey,Trendyol Süper Lig,52,trendyol-super-lig
1247,turkey,Trendyol 1.Lig,98,trendyol-1lig
1248,turkey,Türkiye Kupası,96,turkiye-kupasi
1249,turkey,TFF Süper Kupa,505,tff-super-kupa
1250,turkey,Nesine 2. Lig,97,tff-2-lig
1251,turkey,"Nesine 3. Lig, Grup 1",11417,tff-3-lig-grup-1
1252,turkey,"Nesine 3. Lig, Grup 2",11416,tff-3-lig-grup-2
1253,turkey,"Nesine 3. Lig, Grup 3",11415,tff-3-lig-grup-3
1254,turkey,"Nesine 3. Lig, Grup 4",15938,tff-3-lig-grup-4
1255,turkey,U19 Elit A Ligi,13959,u19-lig-elit-a-grup-1
1256,turkey,U19 Elit B Ligi,13960,u19-lig-elit-b
1257,turkey,"First League, Women",24295,1-liga-women
1258,turkey,Turkish Women's Super League,23427,turkish-womens-super-league
1259,turkey,Türkiye Spor Yazarları Derneği Kupası,25623,turkiye-spor-yazarlari-dernegi-kupasi
1260,turkmenistan,Ýokary Liga,18229,yokary-liga
1261,turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league
1262,uganda,Uganda Premier League,10166,premier-league
1263,uganda,Big League,19410,big-league
1264,uganda,Rubaga Soccer League,25404,rubaga-soccer-league
1265,ukraine,Ukrainian Premier League,218,premier-league
1266,ukraine,Persha Liha,691,persha-liha
1267,ukraine,Druha Liga,19980,druha-liga
1268,ukraine,Ukraine Cup,312,ukraine-cup
1269,ukraine,Ukraine U19 Championship,1307,u19-championship
1270,ukraine,Ukrainian Women's Football League,23328,ukrainian-womens-football-league
1271,united-arab-emirates,UAE Pro League,971,uae-pro-league
1272,united-arab-emirates,UAE 1st Division,10665,division-1
1273,united-arab-emirates,Division 2,20434,division-2
1274,united-arab-emirates,Division 3,20439,division-3
1275,united-arab-emirates,Presidents Cup,3080,presidents-cup
1276,united-arab-emirates,UAE League Cup,1369,uae-league-cup
1277,united-arab-emirates,UAE Super Cup,2304,uae-super-cup
1278,united-arab-emirates,UAE Pro League U21,23299,uae-pro-league-u21
1279,united-arab-emirates,UAE Pro League U23,23125,uae-pro-league-reserve
1280,united-arab-emirates,UAE Women's League,24136,uae-womens-league
1281,us-virgin-islands,President's Cup,22114,presidents-cup
1282,usa,MLS,242,mls
1283,usa,MLS All Star Game,1794,mls-all-star-game
1284,usa,USL Championship,13363,usl-championship
1285,usa,USL League One,13362,usl-league-one
1286,usa,USL League Two,13546,usl-league-two
1287,usa,US Open Cup,495,us-open-cup
1288,usa,NPSL,13450,npsl
1289,usa,MLS Preseason,18553,mls-preseason
1290,usa,MLS Next Pro,18641,mls-next-pro
1291,usa,NWSL,1690,nwsl
1292,usa,NWSL Challenge Cup,14820,nwsl-challenge-cup
1293,usa,NISA,18642,nisa
1294,usa,NCAA,15946,ncaa
1295,usa,USL W League,18890,usl-w-league
1296,usa,"NCAA Regular Season, Women",18944,ncaa-regular-season-women
1297,usa,USL Jägermeister Cup,22382,usl-jagermeister-cup
1298,usa,USL Super League Women,25042,usl-super-league-women
1299,usa,"USL Super League, Women",28384,usl-super-league-women
1300,usa,Women's Premier Soccer League,27241,womens-premier-soccer-league
1301,uzbekistan,Uzbekistan Super League,772,super-league
1302,uzbekistan,Uzbekistan Pro Legue,18559,pro-liga
1303,uzbekistan,Uzbekistan Championship U21,27365,uzbekistan-championship-u21
1304,uzbekistan,Uzbekistan Cup,27238,cup
1305,uzbekistan,Uzbekistan U19 Championship,27660,u19-championship
1306,vanuatu,PVFA Super League,20485,pvfa-premier-league
1307,venezuela,Liga FUTVE,231,primera-division
1308,venezuela,Copa Venezuela,10528,copa-venezuela
1309,venezuela,Liga FUTVE 2,22799,liga-futve-2
1310,venezuela,Supercopa Venezuela,25187,supercopa-venezuela
1311,vietnam,V-League 1,626,v-league-1
1312,vietnam,V-League 2,771,v-league-2
1313,vietnam,Vietnam Cup,3087,vietnam-cup
1314,vietnam,Vietnamese Super Cup,1236,super-cup
1315,vietnam,Vietnamese Women's National League,21607,vietnamese-womens-national-league
1316,vietnam,Vietnam Women's National Cup,24327,vietnam-cup-women
1317,vietnam,Vietnam U21 Championship,22932,vietnam-u21-championship
1318,vietnam,Vietnam U19 Championship,24448,vietnam-u19-championship
1319,vietnam,U19 Vietnam Women's Championship,23666,u19-vietnam-womens-championship
1320,vietnam,Vietnam 2nd Division,26119,vietnam-2nd-division
1321,wales,Cymru Premier,254,cymru-premier
1322,wales,Cymru North,13820,cymru-north
1323,wales,Cymru South,13821,cymru-south
1324,wales,FAW Welsh Cup,388,faw-welsh-cup
1325,wales,Wales Premier League Women,23231,wales-premier-league-women
1326,wales,Welsh League Cup,367,league-cup
1327,wales,Ardal Leagues,24172,ardal-leagues
1328,wales,Ardal North League Cup,28263,ardal-north-league-cup
1329,wales,Ardal South League Cup,28254,ardal-south-league-cup
1330,zambia,Zambia Super League,2065,super-league
1331,zambia,Unilus League,28157,unilus-league
1332,zimbabwe,Zimbabwe Premier Soccer League,11033,premier-soccer-league
