playerName,playercountry,teamid,slug_country,tournament,leagueid,slug_torn,teamName,teamslug,teamorigin
André Alcaraz,Mexico,1946,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Mazatlán FC,mazatlan-fc,mexico
Ricardo Rodríguez,Mexico,1946,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Mazatlán FC,mazatlan-fc,mexico
João Pedro Galvão,Italy,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Léo Bonatini,Brazil,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Yan Phillipe,Brazil,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
José de Jesús González,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Sebastian Martinez,,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Fidel Barajas,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Mateo Klimowicz,Germany,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Rodrigo Dourado,Brazil,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Juan Manuel Sanabria,Uruguay,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Sébastien Salles-Lamonge,France,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Benjamín Galdames,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Sebastián Pérez Bouquet,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Luis Nájera,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Jonantan Villal,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Oscar Macías,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Jahaziel Marchand,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Miguel García Álvarez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Juanpe,Spain,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Javier Suárez,Venezuela,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Eduardo Águila,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Julio César Domínguez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Román Torres,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Aldo Cruz,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Gabriel Martínez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Daniel Guillen,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Jose Suarez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Roman Torres Acosta,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Andrés Sánchez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Carlos Rodas,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Gibran Lajud,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Cesar Lopez,Mexico,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Carlos Ozuna,,1950,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlético San Luis,atletico-san-luis,mexico
Uroš Đurđević,Montenegro,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Diego González,Paraguay,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Eduardo Aguirre,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Matías Cóccaro,Uruguay,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Gustavo del Prete,Argentina,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Mauro Manotas,Colombia,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Arturo González,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Mateo García,Argentina,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Aldo Rocha,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Jose Rivaldo Lozano,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Edyairth Ortega,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Alonso Ramirez,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Dória,Brazil,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Gustavo Ferrareis,Brazil,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Róber Pier,Spain,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Jorge Rodríguez,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Gaddi Aguirre,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Edgar Zaldívar,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Carlos Orrantia,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Carlos Robles,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Camilo Vargas,Colombia,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
César Ramos,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Antonio Sánchez,Mexico,1949,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Atlas FC,atlas-fc,mexico
Diber Cambindo,Colombia,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Tomás Badaloni,Argentina,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Ricardo Monreal,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Rogelio Cortéz Pineda,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Agustín Palavecino,Argentina,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Johan Rojas,Colombia,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Kevin Rosero,Colombia,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Raúl Sánchez,Spain,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Diego de Buen,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Diego Gómez,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Alejandro Andrade,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Pavel Perez,,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Tomas Jacob,,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Cristian Calderón,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Jesus Alcantar,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Agustín Oliveros,Uruguay,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Alexis Peña,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Emilio Martinez,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Franco Rossano,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Ezequiel Unsaín,Argentina,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Rodrigo Castañeda,Mexico,1944,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Necaxa,club-necaxa,mexico
Javier Hernández,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Cade Cowell,USA,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Alan Pulido,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Armando González,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Yael Padilla,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Teun Wilke,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Roberto Alvarado,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Érick Gutiérrez,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Efrain Alvarez,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Luis Romo,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Omar Govea,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Isaac Brizuela,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Fernando González,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Diego Campillo,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Richard Ledezma,USA,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Bryan González,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Alan Mozo,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Gilberto Sepúlveda,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
José Castillo,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Miguel Tapias,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Leonardo Sepulveda,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Luis Olivas,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Miguel Gómez,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Raúl Rangel,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Óscar Whalley,Spain,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Eduardo García,Mexico,1938,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,CD Guadalajara,cd-guadalajara,mexico
Ali Ávila,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Bruce El-mesmari,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Luis Gutierrez,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Daniel López,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Jesus Hernandez,,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Santiago Homenchenko,Uruguay,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Jhojan Julio,Ecuador,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Lucas Rodríguez,Argentina,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Pablo Barrera,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Rodrigo Bogarín,Paraguay,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Fernando Valenzuela,Argentina,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Federico Lértora,Argentina,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Ángel Zapata,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Carlo Adriano García,Spain,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Eduardo Armenta,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Edson Partida,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Fernando Gonzalez,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Diego Reyes,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Jonathan Perlaza,Ecuador,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Francisco Venegas,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Omar Mendoza,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Jesús Piñuelas,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Oscar Manzanares,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Jaime Gomez,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Carlos Villanueva,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Alan Velez Ramirez,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
José Hernández,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Guillermo Allison,Mexico,1951,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Querétaro FC,queretaro-fc,mexico
Emiliano Gómez,Uruguay,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Ricardo Marín,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Esteban Lozano,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Lucas Cavallini,Canada,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Walter Portales,USA,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Ángelo Araos,Chile,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Edgar Guerra,Colombia,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Miguel Ramírez,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Owen González,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Ariel Gamarra,Paraguay,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Franco Moyano,Argentina,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Bryan Garnica,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Raúl Castillo,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Alejandro Organista,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Ángel Robles,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Carlos Baltazar,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Fernando Monarrez,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Joan Marko Nungaray De La Parra,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Nicolás Díaz,Chile,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Jesús Rivas,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Iker Moreno,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Efrain Orona,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Juan Fedorco,Argentina,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Luis Rey,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Julio González,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Jesús Rodríguez,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
Juan Pablo Gomez,Mexico,1941,mexico,"Liga MX, Apertura",11621,liga-mx-apertura,Club Puebla,club-puebla,mexico
